title,description,categories
فروش جاکفشی,دوعدد جاکفشی کاملا نو در دو رنگ متفاوت قیمت هرکدام ۲۰۰ هزازتومان,for-the-home
اسپرتیچ 2014 سفید,کارکرد35فیس قدیم سه حالته وسرد کن ندارد بقیه آبشنها رادارد,vehicles
گلکسیS6 .معاوضه باهمرده یاپایین تر,"سلام عزیزان دل
گوشی کارتن و لوازم تکمیل.ازهرلحاظی سالم .فقط یه نطقه خیلی ریز دورفرمش هست که اصلاعلوم نیست.عکسشم هست.اندروید6. حافظه 32.رام3.دوربین16 .گلس هم روش هست
معاوضه بیشتربااین گوشی ها.
A7 2016
A5 2016
 S5 تمیز
وغیره$NUM
الباقیم سرمیگیرم
سوالی بوددرخدمتمsmsوزنگ جوابگوهستم
مرسی اززحمت کشهای سایت خوب دیوار",electronic-devices
جارو برقی سامسونگ کره ای,جارو برقی 1500 وات سالم کره ای اصل فوری,for-the-home
سگا اک پولم,"نونو نو هنوز باز نشده
دوتا دسته داره
۴۰۰ بازی تو حافظش داره",electronic-devices
گریس پمپ دستی,دوعدد گریس پمپ دستی کاملانو ساخت آلمان و آمریکا هریک به قیمت$NUMتومن به فروش میرسد,vehicles
گوشی ایفون فایو اس ۳۲گیگ ژاپن,گوشی ایفون فایو اس ۳۲ گیگ ژاپن,electronic-devices
خودرو پژو پارس tu5 مدل سفید 94,خودرو تمیز در حد نو بدون رنگ و خانگی بوده با مشتری در قیمت توافق میشود,vehicles
دستگاه جوش و پروفیل بر,"دستگاه جوش سالم کم کارکرد 
۲۰۰ آمپر
پروفیل بر توسان",businesses
عروس هلندی جوجه,اینا تا ی هفته دیگه دونخور میشن دانه ای$NUMتومان لطف کنید پیشنهاد بیخودی ندید.ممنون,leisure-hobbies
توسان,توسان مدل2013 وارداتی فول دو لکه جزءی رنگ بسیار سالم,vehicles
پراید 132 مدل 93,"پراید 132 فول se هیدرولیک دو تا ایربگ ترمز abs و روکش صندلی و دزدگیر مدل 93 بدون رنگ بیمه تا ده روز دیگر تمام 
موتور و فنی سالم به شرط",vehicles
سمند LXمدل ۸۵ دوگانه,سمند LX نقرهای بدون تصادف دوتگه رنگ دوگانه بیرون طرح کار خانه لاستیگها نو خارجی بیمه نو تخفیف فنی کاملاسالم دارای روگش کفپوش  کاملا خوانه کی,vehicles
پرده تزیینی,پرده تزیینی,for-the-home
دستکش ufc,سلام دستکش یو اف سی سالم حرفه ای فقط یک بار استفاده شده,leisure-hobbies
سوناتا 2012 بدون رنگ درحد,"مدل 2012بدون رنگ بسیار سالم .نیمه فول.لاستیک نو 
صندلی ها برقی نیس گرم کن صندلی ندارد .",vehicles
سماوربرقی,یک سماوربرقی کارکرده چهارلیتری,for-the-home
کاسه و پیاله لومینارک فرانسه,کاسه و پیاله لومینارک فرانسه,for-the-home
شلوار تک به قیمت عمده,"بهترین شلوار های روز به قیمت عمده  تک فروشی
۴۶۰۰۰ تومان",personal
htc one m9 plus,"کاملا نو 
10 روز کارکرد 
معاوضه ندارم
قیمت مقطوع",electronic-devices
HTC Desire 500,"گوشه بالاش یه ضرب خوردگی داره
تک سیم کارت 
اندروین 4.2
اندازه صفحه 4.3 اینچ",electronic-devices
کاپشن پسرانه,"کاپشن پسرانه به سن 9 الی 11 سال میاد 
کم کار کرده .
فقط تماس بگیرید
شماره شوهرمه",personal
پراید دیدنی,پرایدصبارنگ سفیدمدل86 دوررنگ .موتوری بسیارسالم و تمیز.شاسی سالم.بسیار دیدنی ببینی میبریش...,vehicles
نوکیا آشا۲۲۵,کاملا سالم رم خور دوربین ۲سیمکارت,electronic-devices
گرامافون فیلیپس کاملاً سالم با درجه اوتومات,کاملاً سالم,electronic-devices
اردک,اردک خوبی میروشمش12 تومن تخفیف نداره چون دارم خوب میدمش,leisure-hobbies
قالب فیلتر هوا,"بیست عدد قالب فیلتر هوای پراید
سالم و بدون شکستگی
همه با هم ۱۰۰ هزار تومن",businesses
تخت.روتختی بچه.ساعت دیواری,یک عدد تخت بچه همرا باتشک۳۰۰۰..روتختی بچه شامل تشک.پتو.بالش.قنداق۱۰۰۰تومن...ساعت دیواری ۸۰تومن.برای مشتری واقعی تخفیف داره.باتشکر,personal
لباس,"شلوار خلبانى
ژاکت کار دست
دامن جین سایز xl",personal
فروش کلیه  لوازم میوه فروشی,قفسه خود ایستا درجه ١ ، ترازو محک ٥٠ کیلویی کم کار ، تابلو ال ای دی ، ایینه دو عدد  ،  یک عدد صندلی حرفه ای ، یک عد کولر موتور کولر نو  میباشد تعداد ٧ عدد لامپ کم مصرف به همراه دو عدد پرژکتور ، این مغازه میوه فروشی  واگذار هم میشود,businesses
بارانی قهوه ای سایز 42,سالم در حد نو,personal
دستگاه کپی و زیراکس,دستگاه کپی و زیراکس کاملا سالم,businesses
کاواساکی١٢٥,"انجین پلمپ به شرط
سیلندر اگزوز کیلومتر گلگیر فابریک
رنگ تنه وباک هم فابریک",vehicles
کبوتر پرشی,یه ماده کله خال دار جنس پرشی پریده پا سوخته پیامک نده فقط تماس,leisure-hobbies
دوربین عکاسی شیک آکبند,همراه باکیف مخصوص و در کارتن خیلی شیک با امکانات,electronic-devices
آکواریوم,"اکواریوم باشیشه ۱۰ میل به ابعاد ۱متر در۵ .متر در ۴۰سانت به همراه یک اگواریوم کوچک ۱۰میل باهمه  امکانات

قیمت$NUMتومان",leisure-hobbies
استوک اوراقی نیسان,دیفرانسیل_گیربکس_موتور_جلوبندی کلیه قطعات ژاپنی,vehicles
دستگاه  بسته بندی,"دستگاه بسته بندی با قیمت بسیار مناسب
 جهت بسته بندی اقلامی مثل حبوبات و قند

لطفا جهت کسب اطلاعات بیشتر تماس بگیرید: 

$NUM",businesses
بشقاب دیوار کوب,بشقاب دیوار کوب اصلا استفاده نکردم قطرش هم ۲۰ سانت هست عکس مارکش رو هم گذاشتم.لطفا خریدار واقعی تماس بگیرد.,for-the-home
پی کی مدل 81,پی کی مدل 81 رنگ دودی متالیک فنی سالم بیمه 35 روز تخفیف 2سال با ماشینهای اسقاطی معاوضه می شود,vehicles
گنجه چوب راش,گنجه چوب راش سفارشی و یک کتیبه هم توافقی.,for-the-home
پستونک آمریکایی پک دوعددی,"پستونک ارتودنسی آمریکایی پک دوعددی بالای ۶ماهه قیمت ۲۵تومن 
خودم سفارش دادم از آمریکا فرستادن",personal
tab a ۲۰۱۵,بسیار تمییز اک این تبلت ۹۹۰ هستش,electronic-devices
قناری ماده,"یه قناری ماده پا بلند و نژاد دار بدون قفس
 لطفا فقط تماس و تلگرام
 مسیج جواب نمیدم
 
۷۵۰۰۰تومان یک کلام
لطفا برا تخفیف تماس نگیرید چون کمتر از ارزش واقعیش گذاشتم
 تو عکس ببینید خواستید بیاید از نزدیک ببینید
 اگه ارزششو داره ببرید اما چونه نزنید
با تشکر",leisure-hobbies
تاپ بچه نوع,تاپ بچه نوع با  قیمت مناسب,personal
راکت پینگ پنگ حرفه ای,"راکت xiom حرفه ای
چوب zeta  xiom  کربن دار
رویه قرمز  SIGMA حمله ای
رویه مشکی VEGA کنترلی
رویه ها صد درصد زنده هستند....
با تخفیف",leisure-hobbies
یک جفت مرغ عشق,یک جفت مرغ عشق باتخم هاش بفروش میرسد,leisure-hobbies
پخش و فروش عمده تخم مرغ محلی و دوزرده,پخش عمده تخم مرغ محلی و دوزرده با قیمت مناسب تحویل در محل,businesses
2عدد ضبط فابریک ال نود به همراه یک جفت باند فابریک,قیمت توافقی .قطعات نو میباشد بدون استفاده,vehicles
میز ناهار خوری ۶ نفره,"میز ناهار خوری شش نفره 
کاملا سالم ودر حد نو
رنگ قهوه ایی سوخت
صفحه دو طبقه چوب وشیشه دو عدد کشو در دو طرف
جنس mdf و لترن",for-the-home
انگشترفیروزه نیشابور,انگشترفیروزه نیشابورحدود 23گرم هستش تخفیف جزی هم میدم لطفا اس یاتلگرام,personal
میز ناهارخوری هشت نفره,"میز ناهار خوری به همراه هشت عدد صندلی 
کاملا سالم و تمیز 
میز دو طبقه
پیامک پاسخگو نیستم فقط تماس",for-the-home
ویترین شیشه ای,ویترین شیشه ای آلومینیومی برنگ آبی قیمت توافقی,businesses
بوفه تاجدار درحدنو,"بوفه چوبی تاج دار درحدنو کاملا سالم و بدون خط و خش به علت کمبودجا میفروشم وگرنه هیچ مشکلی نداره
به خریدار واقعی تخفیف جزیی هم میدم
تماس تاساعت۱شب
$NUM
تشکر",for-the-home
یخچال ایستاده دورو نما,انباری دار تمیز وسالم..,businesses
تیپلر،اسمان خراش بشرط,نر تیپلر پاکستانی از نژاد شغالی .مادش رفته دیگه به کارم نمیاد. خواهشا اونایی که از این نژاد سر درمیارن زنگ بزن قیمت مقطوع چون مفت گذاشتم زود بره چون خودم خیلی بیش تر از این حرفا پاشون پول دادم,leisure-hobbies
سارموشی ماده,سالم پرشی باب جفتگاه معاوضعه ندارم,leisure-hobbies
کیف مجلسی نو نو,زیر زیر قیمت نو نو است آکبند.فوقالعاده شیک ومجلسی,personal
کفتر,یک عدد کفتر نر غذا میخوره لطفا مشتری واقعی تماس بگیرد تشکر از برنامه دیوار,leisure-hobbies
اتو مو,اتو مو princely در حد نو ديجيتالي,personal
